"Logo","Name","Link","Intro","Category","Tags","Desc","Screenshot"
"","Sudowrite","https://www.sudowrite.com/","AI writing partner for fiction authors with story tools, characters, and critique.","Writing","fiction, storytelling, novel writing, brainstorming","Sudowrite is built for fiction writers, offering tools like Story Bible, Describe, and Expand to brainstorm plots, develop characters, and overwrite scenes with vivid prose. Its Canvas handles long manuscripts with chapter-level control, and a built-in critique helps you find weak points. Authors use it to overcome blocks and accelerate drafts. It respects and supports the writer's own voice.",""
"","Frase","https://www.frase.io/","AI that researches your topic, writes SEO content, and optimizes for search intent.","Writing, SEO","seo, research, briefs, optimization","Frase automates the SEO workflow: it researches your keywords, builds content briefs from top-ranking pages, and drafts optimized articles. Its editor scores your content against SERPs as you write. Agencies and marketers use Frase to prepare clients' content that actually shows up in search. It pairs research with writing in one tool.",""
"","ProWritingAid","https://prowritingaid.com/","In-depth grammar and style editor with reports on readability and consistency.","Writing","grammar, style, editing, reports","ProWritingAid goes beyond grammar to analyze your writing style: pacing, readability, sentence variety, sticky sentences, and consistency across documents. It integrates with Word, Google Docs, Scrivener, and browsers, and its 25 reports reveal a manuscript's weaknesses at a glance. Editors and novelists rely on it for deep structural feedback. It is a writing coach as much as a corrector.",""
"","Notion AI","https://www.notion.so/product/ai","AI assistant inside Notion that answers questions, writes, and organizes your workspace.","Productivity","workspace, notes, docs, knowledge base","Notion AI works within your workspace to summarize notes, answer questions about your own content, draft pages, and fix grammar. Because it sees your wikis and docs, answers are grounded in your knowledge base. It also helps organize databases and generate project briefs. For teams who live in Notion, AI turns scattered documentation into a searchable brain.",""
"","Zapier","https://zapier.com/","Connect your apps and build AI automations without code.","Productivity, Automation","automation, integrations, workflows, no code","Zapier connects thousands of apps and now includes AI-powered automation where bots read emails, extract data, and take actions. Building multi-step workflows with AI steps takes minutes and requires no code. It also integrates with OpenAI, Anthropic, and other providers to route AI into any pipeline. Small businesses use Zapier to automate repetitive drudgery instantly.",""
"","Fireflies.ai","https://fireflies.ai/","AI notetaker that joins meetings, transcribes, and summarizes action items automatically.","Productivity, Meeting","meeting notes, transcription, summaries, action items","Fireflies.ai is an AI meeting assistant that joins Zoom, Teams, and Meet calls, records them, and produces searchable transcripts with summaries and action items. It learns who said what and lets you comment, tag, and assign tasks inside the transcript. Integrations push notes into CRMs and docs. Teams gain a searchable institutional memory of every meeting.",""
"","Otter.ai","https://otter.ai/","Live transcription and AI meeting notes for virtual meetings, lectures, and interviews.","Meeting, Transcription","meeting notes, transcription, lectures, collaboration","Otter generates live transcripts and meeting summaries in real time during calls, with speaker identification and action item detection. It is a favorite for lectures and interviews thanks to quick, accurate transcription. Chat and sharing features let teams collaborate inside notes. Otter turns every conversation into searchable, shareable documentation.",""
"","Gamma","https://gamma.app/","AI presentation, doc, and website builder that generates polished decks from prompts.","Productivity, Design","presentations, decks, websites, templates","Gamma creates beautiful presentations, documents, and simple websites from a one-line prompt, generating layouts, images, and content automatically. Its deck designs rival designer-built templates, and real-time editing keeps everything on-brand. Sales, marketing, and founders use Gamma to produce pitch decks in minutes instead of days. It redefines what making a slideshow feels like.",""
"","Beautiful.ai","https://www.beautiful.ai/","Presentation software with smart templates that auto-lay out your slides as you type.","Design, Presentation","presentations, smart templates, design, slides","Beautiful.ai removes design decisions from slide creation: choose a template and its Smart Slides rearrange content automatically as you type. It enforces consistency with brand fonts and colors and keeps everything polished. Teams share and collaborate on live decks. It is for people who need great-looking presentations without a designer on staff.",""
"","Tome","https://tome.app/","AI storytelling tool that weaves prompts into presentations, storyboards, and moodboards.","Design, Presentation","storyboarding, strategic narratives, visual storytelling, imtqlg","Tome generates coherent, visually rich narratives from a prompt, turning research into presentation outlines, storyboards, and sales narratives. Its canvas includes embedded media and interactive elements for richer stories. Founders and strategists use Tome to communicate complex ideas clearly. It blends LLM writing with a designer's layout instinct.",""
"","Mem","https://mem.ai/","Self-organizing notes app where AI surfaces information before you search for it.","Productivity","notes, knowledge base, self organizing, personal assistant","Mem is a notes app built on an AI knowledge graph that organizes information automatically. Ask a question in natural language and Mem surfaces the right notes in context, before you even finish typing. It connects to communication and docs to capture knowledge across your life. Thinkers and builders use Mem as an external brain.",""
"","Taskade","https://www.taskade.com/","AI-powered project management with agents that plan tasks, write docs, and automate flows.","Productivity","project management, ai agents, workflows, tasks","Taskade combines notes, tasks, mind maps, and docs with AI agents that can plan projects, generate content, and automate entire workflows. Its collaboration views adapt to any team ritual, and prebuilt AI workflows cover marketing, development, and research. Small teams treat Taskade as a one-stop command center. The AI layer turns project management into delegation.",""
"","Coda","https://coda.io/","Collaborative docs that behave like apps, with AI to generate ideas and automations.","Productivity, Docs","docs, collaborative, automation, team workspace","Coda builds living documents that mix text, tables, and buttons into working apps, and its Coda AI adds a collaborate-with-you assistant that drafts content and generates formulas. Teams create everything from planning docs to custom trackers without code. AI embedded in each doc knows its context. Coda is where a wiki meets a spreadsheet and a workflow engine.",""
"","Motion","https://www.usemotion.com/","AI calendar and project manager that plans your day and schedules tasks automatically.","Productivity","calendar, scheduling, time management, ai planning","Motion uses AI to plan your calendar and project schedule automatically, moving priorities and deadlines intelligently as meetings and tasks shift. It merges project management with calendar blocking so every task gets time. Busy professionals rely on it to protect deep work and keep deadlines realistic. It is scheduling that adapts to real life.",""
"","Consensus","https://consensus.app/","AI research engine that finds and summarizes evidence from scientific papers.","Research","scientific, papers, evidence, research","Consensus is a search engine that surfaces answers straight from peer-reviewed research. Its AI summarizes findings, extracts key claims with citations, and shows study details like methodology and sample size. Researchers, students, and writers use it to ground claims in actual science. It turns literature review from a marathon into a quick, evidence-based lookup.",""
"","Elicit","https://elicit.com/","AI research assistant that finds relevant papers and extracts data at scale.","Research","literature review, papers, data extraction, academic","Elicit automates the busy work of literature review: describe a question and it retrieves relevant papers, extracts findings into tables, and synthesizes answers. It builds on topic models that understand research intent. Graduate students and analysts use Elicit to accelerate reviews and spot gaps. It is machine-readable scholarship.",""
"","Scite","https://scite.ai/","Smart citations that show how research is cited, including supporting or contradicting evidence.","Research","citations, smart citations, claims, evidence","Scite tracks how research is cited, classifying every citation as supporting, mentioning, or contrasting evidence. This Smart Citation system reveals whether a claim is backed or challenged within the literature. Researchers use Scite to evaluate paper reliability and quickly find corroborating studies. It adds a layer of credibility analysis absent from plain search.",""
"","Research Rabbit","https://www.researchrabbit.ai/","Visual literature discovery that recommends new papers based on relevance networks.","Research","literature discovery, papers, recommendations, visualized","Research Rabbit visualizes your collection of papers and recommends similar, influential, or newly relevant work as a network map. Its similarity algorithm helps you follow research threads that keyword search misses. Colleagues and topics can be pinned so alerts keep you current. Researchers use it to discover adjacent fields effortlessly.",""
"","Semantic Scholar","https://www.semanticscholar.org/","Academic search engine from the Allen Institute with paper influence indicators.","Research","academic search, papers, influence, ai","Semantic Scholar is an AI-powered academic search engine indexing hundreds of millions of papers. It surfaces key findings, figures, citation graphs, and influence scores so you can judge a paper's weight quickly. Researchers and developers also use its APIs to build scholarly workflows. It is a free, robust backbone for literature research.",""
"","Wolfram Alpha","https://www.wolframalpha.com/","Computational knowledge engine that answers factual and math questions directly.","Knowledge","computation, math, facts, data","Wolfram Alpha computes answers rather than retrieving pages: type a math problem, unit conversion, equation, or factual query and it returns curated, step-by-step results. Its engine covers mathematics, science, engineering, and everyday knowledge with authoritative data. Students and professionals use it daily for exact answers. It is the thinking engine behind many AI math tools.",""
"","NotebookLM","https://notebooklm.google.com/","Google's AI notebook that turns your documents into answers, briefs, and podcasts.","Research, Productivity","documents, source grounded, audio overview, google","NotebookLM is Google's source-grounded AI notebook: upload PDFs, notes, or links and it answers questions strictly from your materials with citations. Its Audio Overviews convert entire sources into podcast-style conversations, and Study Guides turn notes into learning tools. Students and researchers use it for synthesis that citations can verify. It is one of the fastest-growing AI products ever.",""
"","Humata","https://www.humata.ai/","Chat with your documents - upload PDFs and get instant, cited answers and summaries.","Research, Docs","pdf, chat with files, summarizing, enterprise","Humata lets you upload PDFs and chat with them, producing instant answers grounded in your files with page-level citations. It summarizes lengthy contracts, research, and reports and answers specific questions accurately. Security-conscious teams appreciate its enterprise controls. Analysts and lawyers use Humata to interrogate hundred-page documents in seconds.",""
"","Scholarcy","https://www.scholarcy.com/","Read faster with AI that summarizes papers into flashcards and key takeaways.","Research","summarizing, flashcards, papers, key findings","Scholarcy breaks research papers into concise summaries with key findings, methods, and contributions presented as digestible flashcards. It extracts figures, tables, and references for quick scanning. Researchers and PhD students use it to triage daunting reading lists. It turns academic reading from marathon into sprint.",""
"","Surfer SEO","https://surferseo.com/","Content optimization platform that analyzes SERPs and helps pages rank on Google.","SEO, Writing","seo, content optimization, serp analysis, online ranking","Surfer SEO reverse-engineers top-ranking pages to build content briefs with target word count, keywords, and structure. Its editor scores your draft against the SERP live, suggesting NLP terms and headings that can move rankings. Agencies use Surfer to produce data-backed content that ranks. It bridges content writing and technical SEO.",""
"","Clearscope","https://www.clearscope.com/","Content intelligence that recommends keywords and structure to make articles rank.","SEO, Writing","content intelligence, keywords, seo, optimization","Clearscope brings content optimization to teams with human-written quality at the center. Enter a keyword and it supplies an outline, recommended terms, and readability guidance based on top performers. Its score helps editorial teams finalize articles that satisfy search intent. It is the enterprise flavor of search-first writing.",""
"","MarketMuse","https://www.marketmuse.com/","AI content strategy platform that plans clusters, audits pages, and guides writers.","SEO, Content","content strategy, clusters, audits, ai content","MarketMuse maps your site's topical coverage and shows where to create or improve content for authority. It builds content briefs, scores drafts against search intent, and prioritizes topics by opportunity. Content strategists use it to plan the editorial calendar from data. It turns rank chasing into strategic topical authority building.",""
"","AdCreative.ai","https://www.adcreative.ai/","Generate on-brand ad creatives and copy for all channels with conversion scoring.","Marketing, Ads","ad creatives, conversion, social ads, banners","AdCreative.ai produces ad creatives, banners, and copy for dozens of platforms and scores each design for conversion likelihood. It keeps your brand style consistent across image, video, and text while removing background work. Performance marketers use it to test creative variations without a design team. Its main headline promise is more clicks and lower cost per result.",""
"","Simplified","https://simplified.com/","All-in-one AI design, writing, and video suite for small marketing teams.","Marketing, Design","design, social media, brand kit, content suite","Simplified bundles AI design, copywriting, and video tools into one suite, producing branded posts, thumbnails, and short clips in seconds. Its magic resizer and planner streamline whole campaigns, while the brand kit keeps cache colors and fonts consistent. Teams get a mini marketing department in one dashboard. It is the pragmatic all-in-one for fast-moving brands.",""
"","Predis.ai","https://predis.ai/","AI social media tools that generate content, competitive insights, and posting calendars.","Marketing, Social","social media, content calendars, competitors, instagram","Predis.ai generates on-brand social content with captions, hashtags, and visuals, then plays them on suggested weekly calendars. It adds competitor analysis to see what content drives engagement in your niche. The tools generate post ideas, videos, and ad creatives grounded in audience trends. Social managers use Predis to cut ideation time while staying consistent.",""
"","Phrasee","https://phrasee.co/","AI copy that optimizes marketing language for engagement and revenue.","Marketing","copy optimization, campaign, engagement, brand language","Phrasee generates and optimizes marketing language at scale, testing variants to discover wording that drives opens, clicks, and conversions. Its language models are trained on brand tone and past campaign performance rather than generic text. Enterprise teams embed Phrasee across email, push, SMS, and web. It is conversion-focused copywriting, automated.",""
"","Figma AI","https://www.figma.com/","Design platform with AI that generates layouts, content, and prototype flows instantly.","Design, UI","ui design, prototyping, collaboration, figma","Figma's AI tools chat directly with the design canvas: generate layouts and components from prompts, create realistic content fills, and assemble working prototype flows faster. For product teams, AI reduces busywork while the collaborative core remains. Figma is the industry standard for interface design. Its AI layer makes it one of the first places designers try generative UX.",""
"","Uizard","https://uizard.io/","Turn sketches and prompts into UI designs and editable prototypes instantly.","Design, UI","wireframes, prototyping, ui design, sketch to design","Uizard converts text prompts, sketches, and screenshots into editable UI designs and working prototypes. Non-designers describe an app idea and get a clean wireframe they can hand to developers or iterate on themselves. Its autodesigner is a favorite for founders validating concepts. Uizard makes product design accessible to everyone.",""
"","Visily","https://www.visily.ai/","AI UI design tool that turns screenshots and prompts into editable wireframes.","Design, UI","wireframes, import, ui design, collaboration","Visily builds editable wireframes from screenshots, text prompts, or hand-drawn sketches, letting you recreate competitor apps and test new flows in minutes. Its import extraction is remarkably accurate, and an AI co-pilot accelerates full mockups. Product teams use Visily to iterate on UI concepts without graphic design overhead. It is the fastest way from reference to editable design.",""
"","Looka","https://looka.com/","AI logo maker and brand kit generator for instant, professional branding.","Design, Logo","logo, branding, brand kit, business identity","Looka generates logo concepts based on your industry, style, and color preferences, then refines them into a full brand kit with cards, social profiles, and letterheads. Non-designers get a coherent identity without an agency. Small businesses use Looka to launch a professional look in an afternoon. It turns brand creation into a guided, low-friction flow.",""
"","LogoAI","https://www.logoai.com/","Create logos, brand identities, and marketing materials with AI in minutes.","Design, Logo","logo, brand identity, ai design, marketing materials","LogoAI designs customizable logos and brand assets from your business name and industry, then extends them into business cards, social graphics, and other branded materials. Its smart design engine adapts the identity across formats automatically. Startups use LogoAI to look established from day one. It is branding on demand.",""
"","Khroma","https://www.khroma.co/","AI color palette generator that learns your taste and creates endless combinations.","Design, Color","color palettes, design, typography, inspiration","Khroma uses a neural network trained on photography to generate color palettes tuned to your taste. Pick a few seeded colors and it produces thousands of combinations you can filter by hue, purpose, or contrast, with example text and gradient previews. Designers use Khroma to escape color-block and find palettes that feel new. It is inspiration served algorithmically.",""
"","Remix AI","https://www.remix.ai/","Create collage-style art by describing daily themes and remixing community creations.","Image, Design","collages, community, styles, creative challenges","Remix AI is a generative art app where you make collage-style pieces by describing themes like a moodboard made of AI. Daily creative challenges and community remixes keep the feed fresh, and you can build on others' compositions. It is playful and social rather than studio-focused. Artists and casual creators use Remix for daily visual practice.",""
"","Airtable AI","https://www.airtable.com/","AI features inside Airtable that summarize records, generate fields, and build workflows.","Data, No-code","databases, spreadsheets, automation, collaboration","Airtable is the flexible spreadsheet-database hybrid, and AI now extends it: generate record summaries, fill fields via AI, and build intelligent automations across bases. Teams manage everything from content calendars to CRM operations. AI field types bring language abilities into rows. Airtable remains the go-to for structure without rigid tooling.",""
"","Bubble","https://bubble.io/","No-code platform with AI to build full web apps, plugins, and automations.","No-code, Data","no code, web apps, plugins, automation","Bubble lets you build complete web applications from a visual editor, and its AI tools generate UIs and logic suggestions as you go. A vibrant plugin ecosystem adds AI features (ChatGPT, image gen) into your apps without backend code. Startups prototype and launch MVPs entirely in Bubble. It is the most powerful path from idea to product for non-programmers.",""
"","Julius AI","https://julius.ai/","AI data analyst that turns questions into charts, analysis, and clean data interpretations.","Data","data analysis, charts, csv, python","Julius AI is an AI data analyst that chats with your data: upload CSVs or connect databases and ask questions in plain English, and it writes Python under the hood to produce charts, tables, and interpretations. Finance, product, and research teams use it to query datasets without SQL drills. It demystifies analytics for non-technical people.",""
"","Numerous.ai","https://numerous.ai/","AI formulas and content generation inside your spreadsheets.","Data, Productivity","spreadsheets, formulas, google sheets, excel","Numerous brings AI skills directly into Google Sheets and Excel: generate AI formulas, produce content, categorize rows, and classify data without leaving the cell. It wraps LLM actions into familiar spreadsheet syntax. Marketers and analysts use it to normalize messy data and enrich lists. It makes sheets dramatically smarter.",""
"","Akkio","https://www.akkio.com/","No-code machine learning that predicts outcomes and automates decisions in minutes.","Data, ML","machine learning, predictive models, no code, automation","Akkio builds machine-learning models from your data with no code: upload datasets, choose an outcome, and get predictions you can automate into decision workflows. It specializes in churn, buying propensity, and lead scoring. Agencies and operations teams use Akkio to put predictive power behind everyday choices. It makes ML approachable.",""
"","Obviously AI","https://www.obviously.ai/","Predict future sales and trends by uploading data and getting instant ML models.","Data, ML","predictive analytics, machine learning, forecasts, business","Obviously AI generates accurate ML models from your data in minutes, predicting future sales, customer churn, and trend behavior with little setup. Its natural-language queries output forecasts and insights ready for spreadsheets. Analysts use it to add predictive answers to BI reports. It is ML without engineers.",""
"","Coefficient","https://coefficient.io/","Sync live data into spreadsheets and automate reports without manual exports.","Data, Productivity","spreadsheets, data sync, reporting, automation","Coefficient brings live data from your business apps into Google Sheets and Excel, replacing brittle exports with always-fresh workflows. Its AI features auto-format reports and send scheduled digests. Marketing, finance, and ops teams build self-maintaining reporting. It turns the spreadsheet into the center of live operations.",""
"","You.com","https://you.com/","AI search engine that compiles private, ad-light answers from across the web.","Search","search, privacy, ai answers, custom apps","You.com is an AI search engine with privacy-first results and a suite of custom AI apps for writing, coding, image generation, and research. Its chat answers cite sources with a clean, ad-light interface. Users appreciate blending tailored modes for different tasks in one search bar. It is a thoughtful alternative to general-purpose search.",""
"","Komo Search","https://komo.ai/","Ad-free AI search that answers with clean, organized results.","Search","search, no ads, exploration, answers","Komo is a privacy-friendly AI search engine that produces organized answers without ads or clutter. It supports chat, image, and web modes with a calm, focused interface. Explorers use Komo for questions better served than ten blue links. It is an easy switch for daily research.",""
"","Andi Search","https://andisearch.com/","Generative search assistant that answers questions conversationally, without ads.","Search","generative search, no ads, privacy, assistant","Andi is a generative search assistant that returns answers in conversational text, not link listings, with a strong no-ads stance. Its natural Q&A flow is great for explanations and quick facts. Users who think of search as a conversation prefer Andi's chat-like interface. It represents the friendly face of AI search.",""
"","Devin","https://devin.ai/","Autonomous AI software engineer that plans, codes, and ships tasks end-to-end.","Agent, Code","ai engineer, autonomous, tasks, software","Devin is an autonomous AI software engineer that can take a ticket, plan changes, write code, run tests, and open PRs. It works in its own sandboxed environment with a browser, editor, and terminal. Devin shines on well-scoped engineering tasks and swarm mode for team-level work. It is the flagship of agentic software development.",""
"","Manus","https://manus.im/","General-purpose AI agent that turns goals into completed real-world tasks.","Agent","ai agent, automation, general purpose, tasks","Manus is a general AI agent that breaks your goal into steps and executes them: browsing, using tools, producing files, and even coding small automations. It styles itself as a calm, capable executor rather than a chatbox. Early demos went viral for completing open-ended jobs start to finish. Manus represents the autonomous worker trend.",""
"","AutoGPT","https://autogpt.net/","Open-source autonomous AI agents that chain tasks and run independently.","Agent","open source, autonomous, tasks, python","AutoGPT is the open-source project that popularized autonomous agents: give it a goal and it plans, executes, and iterates using tools and the internet until done. The framework supports custom agent workflows and local models. Developers use AutoGPT for research automation and task concatenation. It is a foundation of the agent ecosystem.",""
"","AgentGPT","https://agentgpt.reworkd.ai/","No-code in-browser AI agents that let you assign goals and watch them work.","Agent","no code, browser, tasks, demos","AgentGPT lets you create autonomous AI agents in your browser with no setup: describe a goal and the agent plans and executes online tasks like research or content drafting. Its friendly interface demystifies agent concepts. Curious users experiment with delegation without installing anything. It is an accessible gateway to agents.",""
"","Lindy","https://www.lindy.ai/","No-code AI agent builder for customer support, outreach, and back-office automation.","Agent, Productivity","ai agents, no code, support automation, workflows","Lindy is a no-code platform to build custom AI agents for email handling, meeting notes, CRM updates, and customer support. Templates plus a visual builder get agents live in minutes, and embedded features run the behind-the-scenes grunt work. Teams treat Lindy agents as extra employees. It is automation with a personal touch.",""
"","Relevance AI","https://relevanceai.com/","Build and orchestrate AI agents and skills across your business with no code.","Agent","agent orchestration, ai skills, no code, workflows","Relevance AI provides a platform to create custom AI agents and skills that connect your tools, CRM, and databases, then orchestrate them into end-to-end workflows. Its low-code environment handles everything from lead enrichment to writing agent chains. Ops teams use Relevance to deploy AI team-members at scale. It is the workbench for agent building.",""
